State_Value,Action,Reward,Next_State_Value,Gamma
11.978476572129154,2,7.09,4.543242119574871,0.9022203142501163
17.51177359602135,3,4.28,13.23506411308069,0.8773479870600626
14.140240061762817,3,4.87,15.878967425420901,0.9794788651122843
15.571152763915002,2,3.8,12.251912138894467,0.9212473325103738
13.03746909084827,2,5.17,16.54993386803082,0.8810227069132375
13.608116459028828,1,3.88,3.126595606605891,0.8716375585628835
14.187838561635314,2,-3.9,10.146374331544381,0.9722463022862761
11.53054864596222,3,3.64,10.739913246060533,0.8756800790122491
9.965028099224787,3,8.31,13.793373565384524,0.9168649365017116
8.03771169833555,2,1.68,13.316165391570586,0.976988223667025
9.2991927965066,1,2.91,15.29701387086839,0.9009899697986185
14.146869740372802,1,-0.66,11.994596658838313,0.99
9.690238794890584,3,8.13,12.061351989766544,0.9279997350869853
4.772640178207834,3,4.94,5.136890461031111,0.951344547914643
10.138267000783877,3,3.1,11.188043232716229,0.8984718999484119
12.877458575105067,3,9.66,10.01807250874129,0.882036032867252
12.173437738927403,2,5.28,7.420663737282998,0.9304586753547652
11.079160039628995,3,1.45,7.140764782133781,0.8519774082696129
10.490505806789749,2,5.18,10.278176693202974,0.846717590606426
13.235016410315165,2,2.43,13.206516749393524,0.9403230663625967
9.14752116276979,2,5.17,3.2978598014894693,0.8292542065105756
1.878999181407055,3,5.35,12.229349553449913,0.9338147609289963
5.8981623788817314,2,0.07,11.8413635830008,0.9724879646838492
16.153611352108854,1,8.79,15.394063379280082,0.99
10.155083884079092,3,1.87,15.907112359878987,0.8379552103079897
8.392533745750711,3,0.28,11.267219098211115,0.99
7.765933081094993,3,3.15,15.182361601600988,0.9226414253802663
8.756500711434846,2,-1.79,5.662755645563211,0.9770609839311332
8.351548614426484,2,-0.92,17.00655720810188,0.9381677709488032
9.234610635561268,2,1.65,10.008158735287651,0.8917393368003669
14.295719831600163,1,5.71,3.086812818935673,0.8800793943658182
13.547266996806554,1,8.31,7.9984693562082825,0.9437741730342679
11.978952491052503,3,10.0,8.064312939988621,0.8620194249104884
9.414121568146479,2,3.84,15.226954375136026,0.9613123858055094
11.788282749408227,0,9.49,11.549661355749352,0.9610534729495216
8.540875835915433,3,0.1,15.350285090619057,0.9582706545276305
13.384384137306723,3,3.63,9.289576586725072,0.8903074183620285
14.672373230206123,2,4.56,7.5154570822783064,0.9433642351788143
10.63411500646802,3,4.65,15.504550794908596,0.9265205495831554
7.196718460751982,3,8.83,9.435450767550545,0.8593642436854898
8.434495338359454,0,6.23,9.399086017417977,0.97351269950171
8.317618560903355,3,8.22,6.780990955642806,0.9555414768281815
12.242835336285863,2,2.91,14.840473624328434,0.99
16.912961134848295,2,5.85,19.522804155198934,0.9607923610841853
12.42191878695458,2,-0.31,11.001222544177267,0.8948339695920673
12.528515895058872,0,3.99,10.434634075024313,0.9672714755593753
13.30424037177641,1,4.25,20.36657111474402,0.8764478274875567
7.765407994762885,3,6.44,12.320174333505546,0.8919522743510253
4.08174589096859,2,2.24,13.979094329091788,0.8611335104942182
7.639100524683012,3,10.0,7.955881370746479,0.8764632807405968
8.206999978466573,2,1.74,5.979351187921237,0.8880320270773107
12.676003529784353,3,-5.0,11.280230582981385,0.8753998574248385
10.946224189274385,2,-1.31,4.1057483955073,0.99
11.366930336966053,3,8.42,18.02939239969563,0.9243663473102974
9.929419592802613,3,1.89,10.639427104839186,0.9281893797861589
15.131275239609572,0,9.72,8.485311977845253,0.8283902368725351
9.81210468086985,3,6.49,12.355202431685353,0.9015176422528268
7.323739749911901,2,2.12,13.86245881843784,0.8892128845986884
7.4591701229059115,2,5.74,7.7849120340797935,0.8842382204489309
8.78519040776916,2,7.15,14.241051426235794,0.9192885416916132
7.970214141119314,3,2.27,5.977975431584584,0.9169149613130553
7.575693909126961,1,7.73,6.94726309759355,0.9293742328401321
9.019614353411837,3,3.17,8.587284961864485,0.929183661934332
2.7024835117476105,3,1.95,9.324334773862635,0.8596268898199193
8.262448878267815,2,7.56,6.64799478688347,0.9237158658698108
13.010284982136167,1,3.98,15.367179529444117,0.9152759965051362
9.126450064414703,3,2.96,15.272018757063522,0.8736352545800283
12.30830438417184,2,4.91,10.397610865758352,0.9286268824217798
12.750737712306345,2,-1.76,17.661927742260026,0.9376475533478005
11.005081442887624,2,7.56,5.086431300093023,0.870199368799807
9.269556935093947,3,3.17,11.692679066697984,0.9430378774440387
8.55110882500848,2,4.06,4.854801091501827,0.9115170845453027
10.120534588893872,3,4.27,10.599403899176426,0.9174419185189746
7.422925212330314,0,10.0,9.684850255048904,0.8886137450720873
2.7066565290214815,3,5.86,8.216445349703744,0.8748354154757231
11.59184735190193,3,-4.29,13.891456285742809,0.9338226669670233
7.89376925853219,3,10.0,10.447845369642675,0.860810867839302
3.2527281834015334,2,-0.17,9.647172257561238,0.9144286417034703
11.781470010428913,1,8.97,19.218362388333304,0.8323185945262712
10.481241303271402,3,4.09,14.222158941574193,0.9465836344995782
10.205040453913886,2,3.45,16.281344652826842,0.9564002886374499
5.58216957241631,2,-1.42,16.656734661775886,0.8894727485054067
5.970713039707022,3,5.26,4.975576869526547,0.99
6.442148998529941,2,3.79,3.984655113850277,0.99
7.432157012265259,3,7.11,16.14399407285846,0.8406467570548011
8.23140535992963,1,3.03,20.682692897339273,0.9273219693656709
15.405795404803786,2,-1.62,3.8492215235392573,0.9548585122276069
9.98511655802127,3,-3.8,11.496476875968716,0.9585173615920508
11.836226982799667,3,0.4,9.744689975750081,0.917666548031629
8.059824509831232,3,0.7,7.359097369823525,0.8867241550399737
12.067326096884,3,-0.04,11.82116481515916,0.99
9.402316212521118,2,1.54,11.382154277191452,0.9129537869781534
12.524837652327948,2,6.93,8.806536372001313,0.9005676755458999
5.477193544644976,1,-1.53,21.864431146385847,0.9184668755448997
0.0,2,6.6,9.709705881405823,0.9215005777249143
9.353901346426582,3,-2.07,15.677276497843323,0.8493858913925901
4.177577703393383,2,0.53,14.672636596712188,0.9297453510997082
13.000159395096563,1,4.23,4.815834199317865,0.9633651782044695
13.813003380290873,3,2.94,15.944501462608613,0.9553386136920337
7.439328813080573,3,-0.71,3.1168339831500305,0.9078899682828475
10.1291373945148,3,0.77,14.111591913821465,0.9316290918068789
13.585921610035177,3,2.86,11.561626549950539,0.9562946667699478
9.495408007899368,2,0.46,9.261509729719021,0.84879509183265
8.090692241309357,3,1.92,9.227640628544352,0.8301927858808726
10.055682208774487,3,4.21,18.822182221042606,0.9399256349064119
15.143433990290232,2,3.17,18.631685219456365,0.9122694281208794
7.032243454163817,3,2.95,15.552085177423656,0.9578273740580203
6.122456186586036,3,6.66,16.95061374371343,0.8558359100401692
8.965962244174023,3,3.6,9.077346588358871,0.9244558617149233
10.080074597568547,2,8.67,12.411266344401492,0.8938755160854737
9.044926078260492,3,2.57,13.762390509999847,0.9330280657559513
11.34117005706786,1,7.59,2.3846954843022807,0.9107173993938459
17.119649317815423,2,-0.78,20.053927103443584,0.9171064291508425
10.864148480514668,1,5.5,4.122718041468738,0.8185831220619131
15.810610321716712,1,6.48,10.249244391429057,0.9413816646348816
2.8704978186755765,3,7.4,13.955693657876411,0.9284424359085399
7.366253826264964,3,1.16,13.698951581631722,0.9217816638707376
9.532912001805535,1,5.99,13.775961618949045,0.8964289619484488
11.625988335607197,2,0.14,12.55127949427468,0.9662785192176051
6.2880220854612805,2,7.86,16.012665306067994,0.99
16.22348445625865,0,-1.53,14.442238250155139,0.9680830684847821
14.334594973034234,0,4.65,11.550662279850421,0.9411260241274683
9.036937207352567,2,7.11,11.248598855337159,0.877736551687416
6.308340293714937,1,10.0,9.936570092123047,0.8951302717324591
10.372120170362786,1,3.48,15.91673123799951,0.8385118678425593
11.565943732678363,3,3.6,4.700821055599816,0.8371422712937117
14.891259878098007,3,4.05,7.656560944193352,0.8979171357709346
15.192992271945148,2,2.77,3.826548279684313,0.9135213109944068
11.87757541794788,1,3.41,23.408984120163282,0.99
13.716967047789648,0,2.72,6.276344913088155,0.9466387345968926
9.757489063928837,2,4.12,11.539076315302738,0.8905903130214423
12.538824107573943,3,3.73,13.858541127952229,0.9191650037397349
20.36132046731656,0,8.75,12.228901183173148,0.9805981983063772
12.251012168155311,3,2.41,20.62012453706629,0.8654457502367432
8.119422470012887,1,10.0,16.827470086081004,0.9499090769940722
8.90157156569279,3,2.19,16.618583322800024,0.9471825178690618
7.829687299827053,2,2.92,12.735060239740875,0.9063302016939732
7.485492860936109,2,0.37,6.458781475581792,0.9200099428073579
